Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"A sample efficient model-based deep reinforcement learning algorithm with experience replay for robot manipulation","International Journal of Intelligent Robotics and Applications","","4","2","10.1007/s41315-020-00135-2","Cheng ZhangLiang MaAlexander Schmitz","2020","http://link.springer.com/article/10.1007/s41315-020-00135-2","Article"
"Deep reinforcement learning for imbalanced classification","Applied Intelligence","","50","8","10.1007/s10489-020-01637-z","Enlu LinQiong ChenXiaoming Qi","2020","http://link.springer.com/article/10.1007/s10489-020-01637-z","Article"
"A Deep Reinforcement Learning Algorithm Using Dynamic Attention Model for Vehicle Routing Problems","Artificial Intelligence Algorithms and Applications","","","","10.1007/978-981-15-5577-0_51","Bo PengJiahai WangZizhen Zhang","2020","http://link.springer.com/chapter/10.1007/978-981-15-5577-0_51","Chapter"
"Finding optimal pedagogical content in an adaptive e-learning platform using a new recommendation approach and reinforcement learning","Journal of Ambient Intelligence and Humanized Computing","","11","10","10.1007/s12652-019-01627-1","Youness MadaniHanane EzzikouriMohammed ErritaliBadr Hssina","2020","http://link.springer.com/article/10.1007/s12652-019-01627-1","Article"
"Neural Network-Based Optimal Tracking Control of Continuous-Time Uncertain Nonlinear System via Reinforcement Learning","Neural Processing Letters","","51","3","10.1007/s11063-020-10220-z","Jingang Zhao","2020","http://link.springer.com/article/10.1007/s11063-020-10220-z","Article"
"Weighing Counts: Sequential Crowd Counting by Reinforcement Learning","Computer Vision – ECCV 2020","","","","10.1007/978-3-030-58607-2_10","Liang LiuHao LuHongwei ZouHaipeng XiongZhiguo CaoChunhua Shen","2020","http://link.springer.com/chapter/10.1007/978-3-030-58607-2_10","Chapter"
"Hierarchical reinforcement learning via dynamic subspace search for multi-agent planning","Autonomous Robots","","44","3 - 4","10.1007/s10514-019-09871-2","Aaron MaMichael OuimetJorge Cortés","2020","http://link.springer.com/article/10.1007/s10514-019-09871-2","Article"
"Can Reinforcement Learning Enhance Social Capital?","Web Information Systems Engineering","","","","10.1007/978-981-15-3281-8_14","He ZhaoHongyi SuYang ChenJiamou LiuBo YanHong Zheng","2020","http://link.springer.com/chapter/10.1007/978-981-15-3281-8_14","Chapter"
"Spatial Geometric Reasoning for Room Layout Estimation via Deep Reinforcement Learning","Computer Vision – ECCV 2020","","","","10.1007/978-3-030-58583-9_33","Liangliang RenYangyang SongJiwen LuJie Zhou","2020","http://link.springer.com/chapter/10.1007/978-3-030-58583-9_33","Chapter"
"ReinBo: Machine Learning Pipeline Conditional Hierarchy Search and Configuration with Bayesian Optimization Embedded Reinforcement Learning","Machine Learning and Knowledge Discovery in Databases","","","","10.1007/978-3-030-43823-4_7","Xudong SunJiali LinBernd Bischl","2020","http://link.springer.com/chapter/10.1007/978-3-030-43823-4_7","Chapter"
"Reinforcement Learning for Mobile Robot Perceptual Learning","Machine Learning-based Natural Scene Recognition for Mobile Robot Localization in An Unknown Environment","","","","10.1007/978-981-13-9217-7_13","Xiaochun WangXiali WangDon Mitchell Wilkes","2020","http://link.springer.com/chapter/10.1007/978-981-13-9217-7_13","Chapter"
"MODRL/D-AM: Multiobjective Deep Reinforcement Learning Algorithm Using Decomposition and Attention Model for Multiobjective Optimization","Artificial Intelligence Algorithms and Applications","","","","10.1007/978-981-15-5577-0_45","Hong WuJiahai WangZizhen Zhang","2020","http://link.springer.com/chapter/10.1007/978-981-15-5577-0_45","Chapter"
"Mobile Edge Computing Against Smart Attacks with Deep Reinforcement Learning in Cognitive MIMO IoT Systems","Mobile Networks and Applications","","25","5","10.1007/s11036-020-01572-w","Songyang GeBeiling LuLiang XiaoJie GongXiang ChenYun Liu","2020","http://link.springer.com/article/10.1007/s11036-020-01572-w","Article"
"Model-Free Reinforcement Learning-Based Control for Continuous-Time Systems","Encyclopedia of Systems and Control","","","","10.1007/978-1-4471-5102-9_100065-1","Kyriakos G. Vamvoudakis","2020","http://link.springer.com/referenceworkentry/10.1007/978-1-4471-5102-9_100065-1","ReferenceWorkEntry"
"A Meta Algorithm for Reinforcement Learning: Emergency Medical Service Resource Prioritization Problem in an MCI as an Example","Health Care Systems Engineering","","","","10.1007/978-3-030-39694-7_9","Kyohong ShinTaesik Lee","2020","http://link.springer.com/chapter/10.1007/978-3-030-39694-7_9","Chapter"
